video_id,video_url,title,description,upload_date,timestamp,duration,view_count,like_count,comment_count,repost_count,posted_at_utc,posted_at_local,upload_date_dt,transcript
7518856355789212983,https://www.tiktok.com/@humbletoker/video/7518856355789212983,Did anyone win from Super Specific? 🤔 #goodnight ,Did anyone win from Super Specific? 🤔 #goodnight ,20250622,1750620211,62,211000,4797,805,17900,2025-06-22 19:23:31+00:00,2025-06-22 15:23:31-04:00,2025-06-22,Good night to no one except 4% of people actually will good a good night tonight Starting with a super-specific category Anyone who's been featured in a Mr. Beast video you get a good night tonight Anyone with the same birthday as Charlie Demulio on May 1st you good a good night tonight And anyone who's the same age as the first person that comes up when they press share plus more if you're the same ages as person You get a good night tonight and they do too For the somewhat specific category Anyone who ate a number nine sandwich from Jimmy John's for lunch today you get a good night tonight Anyone who got blowing up by a creeper in Minecraft today you get a good night tonight Whoever was the very first comment on my last video you get a good night tonight And anyone who can name this US state and its capital if you know it comment it below and you will get a good night tonight For the broad category Anyone who ate french fries today don't tell Santa Cruz but you get a good night tonight And you're gonna hit like day at the gym today you get a good night tonight And anyone who comments a photo of an animal you get a good night tonight
7518722677914225933,https://www.tiktok.com/@humbletoker/video/7518722677914225933,First good morning vid instead of goodnight ☀️☀️ Have a great day eve...,First good morning vid instead of goodnight ☀️☀️ Have a great day everyone 👍,20250622,1750589192,63,18700,327,24,1088,2025-06-22 10:46:32+00:00,2025-06-22 06:46:32-04:00,2025-06-22,"Good morning to everyone except 92% of people actually will not be getting a good morning today Starting with the broad category Anyone who has a TV in their bedroom you do not get a good morning Anyone who a breakfast at Taco Bell today you do not get a good morning Anyone who lives in the same household as the first person that comes up when they press share plus more if you live in the same household as this person you do not get a good morning For the somewhat specific category Anyone who's never heard of David Goggins if you don't know who this is you do not get a good morning Anyone who wears socks to bed you do not get a good morning Anyone who sleeps with headphones on you do not get a good morning and anyone who cannot name this country and its capital If you know it comment it below, but if not you do not get a good morning today for the super specific category Anyone who has exactly three brothers you do not get a good morning Anyone who's birthday is on February 29th you do not get a good morning and anyone who went to bed after 3 a.m. Last night you do not get a good morning"
7518596851226922295,https://www.tiktok.com/@humbletoker/video/7518596851226922295,Do they still teach what a mammal is in schools? 🤔 #goodnight,Do they still teach what a mammal is in schools? 🤔 #goodnight,20250622,1750559772,64,158600,3366,255,8377,2025-06-22 02:36:12+00:00,2025-06-21 22:36:12-04:00,2025-06-22,"Good night to no one except 8% of people actually will good a good night tonight Starting with a super specific category Anyone whose first name starts with the letter Z you get a good night tonight Anyone with the same birthday as Mariah Carey on March 27th you get a good night tonight And you know with a snap score over 600,000 points you get a good night tonight For the somewhat specific category Anyone who waits more today you get a good night tonight Anyone who owns more than one jelly cat plushie you get a good night tonight Anyone who is the first comment on one of my videos this week you get a good night tonight And anyone who knows what this country is if you know a country this is comment it below and you will get a good night tonight for the broad category Anyone who's first person that comes up and they press share plus more has black hair if this person has black hair Then you get a good night tonight and they do too Anyone who drink iced coffee today you get a good night tonight Anyone who exercise for more than 30 minutes today you get a good night tonight And anyone who can name three mammals comment them below and you'll get a good night tonight"
7518237738047458573,https://www.tiktok.com/@humbletoker/video/7518237738047458573,What theme vid should I do next? 🤔 ,What theme vid should I do next? 🤔 ,20250621,1750476166,72,3090,90,39,58,2025-06-21 03:22:46+00:00,2025-06-20 23:22:46-04:00,2025-06-21,"Good night to no one except it's the video game edition and only 10% of people actually will get a good night tonight. Starting with a super specific category. Anyone who's beaten the Minecraft Underjacking in hardcore mode, you get a good night tonight. Anyone with the same birthday as Fortnite Ninja on June 5th, you get a good night tonight? Anyone who knows what town hall level this is in clash of clans, if you know it, comment it below and you'll get a good night tonight. For the somewhat specific category, anyone who's won a game of among us as the imposter in 2025, you get a good night tonight. Anyone who's ever posted a Fortnite win on the Snapchat story, you get a good night tonight. Anyone who knows what game this is, if you know what game this is, comment it below and you'll get a good night tonight. And anyone who's better at a cup pong than the first person that comes up when they press share plus more. If you're better than this person that come pong, you get a good night tonight and they do not. For the broad category, anyone who's gaming PC costs more than $800. You get a good night tonight. Anyone who knows this Call of Duty map, if you know what it is, comment it below and you'll get a good night tonight. And anyone who comments a photo of their favorite video game, you get a good night tonight."
7517866483989417271,https://www.tiktok.com/@humbletoker/video/7517866483989417271,TikTok video #7517866483989417271,,20250620,1750389731,70,219600,5882,981,12900,2025-06-20 03:22:11+00:00,2025-06-19 23:22:11-04:00,2025-06-20,"Good night to no one except 5% of people actually will get a good night's night. Starting with the super specific category, anyone who's taller than Mr. Beast at 6'5"", you get a good night's night. Anyone with the same birthday as Olivia Rodrigo on February 20th, you get a good night's night. Anyone who's phone battery is less than 10% that also follows me on TikTok, you get a good night's night. For the somewhat specific category, anyone who knows the country this flag represents. If you know the country, comment it below and you'll get a good night's night. Whoever was the very first comment on my last video, you get a good night's night. Anyone who's favorite snack is hot cheetos. Don't tell sannikers, but you get a good night's night. Anyone who's first person that comes up when they press share plus more is a bad driver. If this person is a bad driver, you get a good night's night and they do too. For the broad category, anyone who doesn't like coffee, if you don't like coffee, you get a good night's night. Anyone who's born in the month of December, you get a good night's night. And anyone who comments a photo that makes me laugh, if you comment a photo below and reply to your comment, then you'll get a good night's night."
7517490052704783629,https://www.tiktok.com/@humbletoker/video/7517490052704783629,Anyone know the last slide? 🤔,Anyone know the last slide? 🤔,20250619,1750302074,62,18700,381,199,1228,2025-06-19 03:01:14+00:00,2025-06-18 23:01:14-04:00,2025-06-19,Good night to no one except 7% of people actually will good a good night tonight Starting with a super specific category Anyone that's the exact same height and eye color as Kim Kardashian you get a good night tonight Anyone with a dog named Max you get a good night tonight And you're new swing sweatpants that also follows me on TikTok you get a good night tonight For the somewhat specific category Anyone who can name this country if you know what this country is comment it below and you'll get a good night tonight Whoever was the very first comment on my last video you get a good night tonight Anyone who drank diet coke today you get a good night tonight And anyone who's not related to the first person that comes up when they press share plus more If you're not related to this person you get a good night tonight and they do too For the broad category Anyone who's most used emoji is the crying face emoji you get a good night tonight Anyone with over a hundred unread emails you get a good night tonight And anyone who knows what the mitochondria is if you know what this is then you get a good night. I
7517115051220700471,https://www.tiktok.com/@humbletoker/video/7517115051220700471,Comment if you got a goodnight tn 😄,Comment if you got a goodnight tn 😄,20250618,1750214747,61,79500,1431,260,6127,2025-06-18 02:45:47+00:00,2025-06-17 22:45:47-04:00,2025-06-18,Good night to no one except 9% of people actually will get a good night tonight Starting with the super specific category Anyone who broke a law today if you broke a law you get a good night tonight Anyone who's watched every episode of the office more than two times you get a good night tonight Anyone whose dad's name is Jeff you get a good night tonight and for the somewhat specific category Anyone who's eating talkies today you get a good night tonight Anyone who follows before we hit 10k followers you guys are early and I'll get good night tonight Anyone who owns a customized drawn-on pair sneakers you get a good night tonight And anyone who knows the middle name of the first person that comes up when they press share plus more If you know that person's middle name you get a good night tonight and so do they now for the broad category Anyone who can name this US state if you know what this US state is comment it below and you'll get a good night tonight Anyone who's eatin a vegetable today you get a good night tonight and You ever get the most light comment you get a good night tonight
7516742370973519117,https://www.tiktok.com/@humbletoker/video/7516742370973519117,🚨Everyone who follows me before 10k gets a special Goodnight! 🚨,🚨Everyone who follows me before 10k gets a special Goodnight! 🚨,20250617,1750127996,65,190300,3909,682,18200,2025-06-17 02:39:56+00:00,2025-06-16 22:39:56-04:00,2025-06-17,"Good night to no one except seven percent of people actually will get a good night tonight Starting with a super-specific category And you're with the same birthday as Kevin Hart if your birthday is on July 6th you get a good night tonight And you're in with a cat named Oliver you get a good night tonight Anyone who actually bought the Cindy Sweeney bath soap this is really weird, but if you did this you unfortunately get a good night tonight For the somewhat specific category Anyone who ain't new tell the sticks today you get a good night tonight Whoever was the very first comment on my last video you get a good night tonight Anyone who's wearing more than three bracelets right now you get a good night tonight And anyone who knows the birthday of the first person that comes up when they press share plus more If you know this person's birthday you get a good night tonight and they do too For the broad category Anyone who played Minecraft for more than an hour today you get a good night tonight Anyone who's four years old you get a good night tonight And to ever comments the most like photo on this post you get a good night tonight"
7516369352426474798,https://www.tiktok.com/@humbletoker/video/7516369352426474798,Comment to receive your goodnight ✌️,Comment to receive your goodnight ✌️,20250616,1750041143,62,272800,8241,1696,24100,2025-06-16 02:32:23+00:00,2025-06-15 22:32:23-04:00,2025-06-16,Good night to no one except 9% of people actually will get a good night tonight Starting with a super specific category Anyone who's the exact same high and age as Sabrina Carpenter you get a good night tonight Anyone with a dog named Coco you get a good night tonight Anyone wearing white socks that also follows me on TikTok you get a good night tonight Not for the somewhat specific category Anyone whose first name starts with the letter E you get a good night tonight Whoever was the very first comment on my last video you get a good night tonight Anyone whose favorite soda is sprite you get a good night tonight And anyone whose first person that comes up when they press share plus more has black hair You get a good night tonight and they do too For the broad category Anyone who's never owned AirPods you get a good night tonight Anyone who's played Roblox for more than an hour today you get a good night tonight Last plea anyone that's commented a photo on this video you get a good night tonight
7514903961506286878,https://www.tiktok.com/@humbletoker/video/7514903961506286878,Comment if you know the actors 😆,Comment if you know the actors 😆,20250612,1749699952,67,1393,43,11,21,2025-06-12 03:45:52+00:00,2025-06-11 23:45:52-04:00,2025-06-12,"Good night to everyone except 94% of people will lose. Starting with the broad category. Anyone with a white or yellow dog you do not get a good night tonight. Anyone who's never beaten the ender dragon in Minecraft you do not get a good night tonight. Anyone who's currently barefoot and does not follow me on TikTok if you follow me you're safe. Now for the somewhat specific category. Anyone whose first name starts with the letter M you do not get a good night tonight. Anyone whose favorite snack is cheezards you do not get a good night tonight. Anyone whose first person that comes up when they press share plus more has black hair you do not get a good night tonight. And for the super specific category. Last time I asked if anyone had more than 1000 emails and they will wait too many of you guys so now it's anyone with more than 10,000 unread emails you do not get a good night tonight. Anyone who lost their airpods today you do not get a good night tonight. Anyone currently eating cool range Doritos you do not get a good night tonight. And the bonus can I go out to Darren for being my first comment in the last video."
7514539097969446186,https://www.tiktok.com/@humbletoker/video/7514539097969446186,Did y’all ever build a dirt hut in Minecraft? 😆,Did y’all ever build a dirt hut in Minecraft? 😆,20250611,1749614985,61,3692,86,27,164,2025-06-11 04:09:45+00:00,2025-06-11 00:09:45-04:00,2025-06-11,Good night to everyone except 98% of people will lose. Starting with a broad category. Anyone that boiled water today you do not get a good night tonight. Anyone who built the first Minecraft house at a dirt you do not get a good night tonight. Anyone who doesn't follow me that's wearing white socks. If you're wearing white socks and you don't follow me you do not get a good night tonight. Now for the somewhat specific category. Anyone who's wearing more than three bracelets right now you do not get a good night tonight. Anyone who's first name begins with a letter L you do not get a good night tonight. Anyone who's first person that comes up when they press share plus more is blonde you do not get a good night tonight and they do not either. Now for the super specific category. Anyone who has the exact same birthday as Snoop Dogg on October 20th you do not get a good night tonight. Anyone who's phone battery is at exactly 10% you do not get a good night tonight. Anyone that's commented an image on this video you do not get a good night tonight.
7514160603687128366,https://www.tiktok.com/@humbletoker/video/7514160603687128366,Anyone know the TV show from the restaurant slide? 😆,Anyone know the TV show from the restaurant slide? 😆,20250610,1749526894,64,2481,79,21,90,2025-06-10 03:41:34+00:00,2025-06-09 23:41:34-04:00,2025-06-10,"Good night to no one except 5% of people actually will get a good night tonight. Starting with a super specific category. Anyone who is the exact same birthday as Taylor Swift on December 13th, you get a good night tonight. Anyone who's currently wearing a yellow shirt and green pants, you get a good night tonight. Anyone whose phone battery is less than 10% that also follows me on TikTok, you get a good night tonight. Now for the somewhat specific category. Anyone who's following Bryce Hall but didn't realize it, you get a good night tonight. Anyone whose first name begins with the letter C, you get a good night tonight. Anyone whose first person that comes up when they press share plus more works at a restaurant. The odds of this happening are pretty low, but if this is you, you get a good night tonight. Now for the broad category. Anyone who ate watermelon today, you get a good night tonight. Anyone who's born in the month of June, you get a good night tonight. Anyone that's followed me since before 5K followers, you get a good night tonight."
7513759914842688814,https://www.tiktok.com/@humbletoker/video/7513759914842688814,Comment if you got a goodnight 😁,Comment if you got a goodnight 😁,20250609,1749433592,58,23000,374,31,1440,2025-06-09 01:46:32+00:00,2025-06-08 21:46:32-04:00,2025-06-09,"Good night to know when except 9% of people actually will get a good night tonight Starting with the super specific category Anyone who has the same birthday as the rock on May 2nd you get a good night tonight Anyone who's currently wearing two different colored crocs you get a good night tonight And anyone whose phone battery is less than 10% that also follows me on TikTok you get a good night tonight Now for the somewhat specific category Anyone who's following Sizzah on TikTok, but didn't realize you get a good night tonight Anyone who watched YouTube about eating pizza today you get a good night tonight Anyone who's first person that comes up when they press share plus more is shorter than them you get a good night tonight Now for the broad category Anyone who drank iced tea today you get a good night tonight Anyone who bought something from a thrift store today you get a good night tonight And anyone who enjoyed the video that also follows me on TikTok you get a good night tonight"
7513425353528921387,https://www.tiktok.com/@humbletoker/video/7513425353528921387,Comment if you got a goodnight 😁,Comment if you got a goodnight 😁,20250608,1749355674,56,5311,98,18,231,2025-06-08 04:07:54+00:00,2025-06-08 00:07:54-04:00,2025-06-08,"Good night to no one except 6% of people actually will get a good night tonight. Starting with a super specific category, anyone with a pet cat named Oliver, you get a good night tonight. Anyone who's met Justin Bieber in person, you get a good night tonight. Anyone who's phone battery is above 90% and also follows me on TikTok, you get a good night tonight. Now for the somewhat specific category, anyone who's spent over $100 on food delivery this week, you get a good night tonight. Anyone who's watched SpongeBob today while eating potato chips, you get a good night tonight. Anyone who's first person that comes up when you press Share Plus More has blonde hair, you both get a good night tonight. Now for the broad category, anyone who watched YouTube while eating breakfast this morning, you get a good night tonight. And anyone who commented they did not get a good night on the last video, you get a special good night tonight."
7513387289075174702,https://www.tiktok.com/@humbletoker/video/7513387289075174702,Comment if you got a Goodnight! ✌️,Comment if you got a Goodnight! ✌️,20250608,1749346843,56,20700,241,32,1628,2025-06-08 01:40:43+00:00,2025-06-07 21:40:43-04:00,2025-06-08,Good night to no one except 7% of people actually will get a good night tonight Starting with the super specific category Anyone who's taller than the bronze James at 6 foot 9 you get a good night tonight Anyone wearing more than 7 bracelets you get a good night tonight And anyone who's washed the Lego movie today and follows me on TikTok you get a good night tonight Now for the somewhat specific category Anyone who bought their mom flowers today you get a good night Anyone with exactly four unread text notifications you get a good night tonight And anyone who's first person that comes up when you press share plus more is not related to them You get a good night tonight and they do too Now for the broad category Anyone who's eaten a banana today you get a good night tonight Anyone who owns a pink iPad you get a good night tonight And anyone who enjoyed the video that also follows me on TikTok you get a good night tonight
7513079996349484319,https://www.tiktok.com/@humbletoker/video/7513079996349484319,Comment if you can’t speak English 👍,Comment if you can’t speak English 👍,20250607,1749275279,58,379900,9940,382,37600,2025-06-07 05:47:59+00:00,2025-06-07 01:47:59-04:00,2025-06-07,Good night to no one except 8% of people actually will get a good night tonight Starting with the super specific category Anyone who's the exact same height and age as Sydney Swini you get a good night tonight Anyone with a golden receiver puppy named Milo you get a good night tonight And anyone who's wearing a sports jersey that also follows me on TikTok you get a good night tonight And for the somewhat specific category Anyone who got blown up by a creeper in Minecraft today you get a good night tonight Anyone with over a thousand unopened emails you get a good night tonight And anyone whose first person that comes up when you press share plus more Is not related to them you get a good night tonight and they do too Now for the broad category Anyone wearing more than three bracelets you get a good night tonight Anyone who owns a JBL speaker you get a good night tonight And anyone who speaks English that also follows me on TikTok you get a good night tonight
7512290270671670571,https://www.tiktok.com/@humbletoker/video/7512290270671670571,Comment if you got a goodnight 😁,Comment if you got a goodnight 😁,20250605,1749091415,55,1520,51,10,2,2025-06-05 02:43:35+00:00,2025-06-04 22:43:35-04:00,2025-06-05,"Good night to know and except 9% of people actually will get a good night tonight. Starting with the super specific category. Anyone who's the exact same height and age as Taylor Swift, you get a good night tonight. Anyone who's watched the Barbie movie and the Minecraft movie today, you get a good night tonight. Anyone who's wearing a tight A shirt that also follows me on TikTok, you get a good night tonight. And for the somewhat specific category. Anyone who's made eye contact with the tiger today, you get a good night tonight. Anyone who's played Fortnite with a younger sibling today, you get a good night tonight. Anyone with over 1000 unopened emails, you get a good night tonight. And for the broad category. Anyone with a pet golden retriever, you get a good night tonight. Anyone who owns a JBL speaker, you get a good night tonight. Anyone with two thumbs who follows me on TikTok, you get a good night tonight."
7511919761123478827,https://www.tiktok.com/@humbletoker/video/7511919761123478827,Did you get a goodnight? 🤔,Did you get a goodnight? 🤔,20250604,1749005138,51,1478,51,8,1,2025-06-04 02:45:38+00:00,2025-06-03 22:45:38-04:00,2025-06-04,"Good night to no one except 7% of people actually will get a good night tonight Starting with the super specific category Anyone who's eaten both nacho cheese and cool ranch Doritos today you get a good night tonight Anyone who's eaten an entire rotisserie chicken today you get a good night Anyone who's subscribed to mr. Beast before he had 10,000 subscribers on YouTube you get a good night tonight And for the somewhat specific category Anyone who's played Fortnite mobile today with the younger sibling you get a good night tonight Anyone wearing sneakers worth more than $300 you get a good night tonight And for the broad category Anyone with a pet bunny you get a good night tonight Anyone wearing gaming headphones you get a good night tonight And anyone who follows me on TikTok you get a good night tonight"
7511165429734427950,https://www.tiktok.com/@humbletoker/video/7511165429734427950,Comment the most unique thing about your self! #hoodbeast #goodnight,Comment the most unique thing about your self! #hoodbeast #goodnight,20250602,1748829522,50,809,29,4,0,2025-06-02 01:58:42+00:00,2025-06-01 21:58:42-04:00,2025-06-02,Good night to no one except 4% of people actually will get a good night Starting with a super specific category Anyone wearing a blue shirt while eating potato chips watching this video you get a good night Anyone who's been featured in a mr. Beast video you get a good night Anyone who's run multiple marathons you get a good night and For the somewhat specific category Anyone who can do a back flip on a trampoline you get a good night Anyone who's eating baby-dill style pickles today you get a good night Anyone wearing sneakers worth more than $200 you get a good night and for the broad category Anyone with a pet fish you get a good night Anyone who has an older brother you get a good night and Anyone who follows me on TikTok you get a good night tonight
7510840228563651886,https://www.tiktok.com/@humbletoker/video/7510840228563651886,Comment if you got it! ,Comment if you got it! ,20250601,1748753815,59,691,21,0,1,2025-06-01 04:56:55+00:00,2025-06-01 00:56:55-04:00,2025-06-01,"Good night to no one except 4% of people actually will get a good night tonight. Starting with a super specific category. Anyone who's watched Netflix and Eden Lays potato chips in their pajamas today, you get a good night. Anyone who has a friend that's left-handed and bad at driving, you get a good night. Anyone who's wearing Nike's sneakers with two different colored shoe laces, you get a good night. And for the somewhat specific category, anyone who can do a back flip on a trampoline, you get a good night. Anyone who has a roommate that's snores, you get a good night. Anyone who puts clothes on their pet, you get a good night. And for the broad category, anyone with exactly 4 pets, you get a good night. Anyone wearing gaming headphones right now, you get a good night. And anyone that follows me on TikTok, a good night to you all."
7510432081311272222,https://www.tiktok.com/@humbletoker/video/7510432081311272222,Comment if you got a goodnight ,Comment if you got a goodnight ,20250531,1748658755,66,827,33,13,1,2025-05-31 02:32:35+00:00,2025-05-30 22:32:35-04:00,2025-05-31,Good night to no one except 7% of people actually will get a good night and Starting with the super specific category Anyone who's the exact height and width as come of the Harris you get a good night tonight Anyone who ate banana pancakes for dinner you get a good night very special good night Anyone who doesn't tie their shoes they just leave their shoes tied all the time You get a good night For somewhat specific Anyone who can do a back foot on a trampoline you get a good night Anyone who sleeps every night with an eye mask you get a good night And you know the dog named Jackson you get a good night and for the broad category Anyone with two or more pets you get a good night and Anyone who's never worked a full-time job you need to get a good night sleep and apply the jobs in the morning And anyone who woke up after 10 a.m. This morning You get a good night
7510421462252293406,https://www.tiktok.com/@humbletoker/video/7510421462252293406,"For those of you who don’t get it, the last country is Australia whic...","For those of you who don’t get it, the last country is Australia which is widely recognized as the country with the nicest people on earth. Since this was the evil edition, I’m basically saying nice people don’t get a goodnight from me because I’m evil. ",20250531,1748656288,25,743,21,3,0,2025-05-31 01:51:28+00:00,2025-05-30 21:51:28-04:00,2025-05-31,"Good night to everyone but a stip evil edition, and 99% of people will lose. First off, anyone with two thumbs and a smile, you do not get a good night tonight. Anyone between the heights of 1 and 7 feet tall, you do not get a good night tonight. And anyone from this country, you definitely do not get a good night tonight."
7510087154660314398,https://www.tiktok.com/@humbletoker/video/7510087154660314398,Is the sound quality good in this video? ,Is the sound quality good in this video? ,20250530,1748578447,53,593,25,3,0,2025-05-30 04:14:07+00:00,2025-05-30 00:14:07-04:00,2025-05-30,Good night to everyone except 95% of people will lose and we're starting with a super specific category Anyone taller than Michael Jordan at 6 foot 6 you do not get a good night Anyone whose eyes are two different colors you do not get a good night Anyone who cannot name the country of this flag you do not get a good night And for the somewhat specific category anyone who's eaten honey today you do not get a good night Anyone who sleeps with an eye mask every night you do not get a good night Anyone who has a dog named Jackson you do not get a good night And for the broad category Anyone with two or more pets you do not get a good night Anyone who's never worked a full-time job you do not get a good night And anyone who woke up after 10 a.m. This morning you do not get a good night
7509719616160042286,https://www.tiktok.com/@humbletoker/video/7509719616160042286,I don’t like being the bad guy anymore ,I don’t like being the bad guy anymore ,20250529,1748492893,64,741,30,3,0,2025-05-29 04:28:13+00:00,2025-05-29 00:28:13-04:00,2025-05-29,"Good night to everyone except 97% of people will lose best of luck. Starting with the super-specific category, anyone who's wearing a green clothing item and has the initials LC, you do not get a good night. Anyone who can name this US state and its capital, you're too smart and you do not get a good night. Anyone with a younger sibling that's exactly half their age, you guys both do not get good nights. And for the somewhat specific category, anyone who's allergic to bees, you do not get a good night. Anyone whose favorite fruit is a mango, you do not get a good night. Anyone who has a dog named Sonny, you and your dog do not get good nights. And for the broad category, anyone who did not brush their teeth last night, you do not get a good night. Anyone who's currently changed their hair from its natural color, you do not get a good night. Anyone who's completed a 5K race, you guys all do not get good nights."
7509317257672101166,https://www.tiktok.com/@humbletoker/video/7509317257672101166,Follow for pt 2,Follow for pt 2,20250528,1748399200,65,443,21,7,0,2025-05-28 02:26:40+00:00,2025-05-27 22:26:40-04:00,2025-05-28,Good night to everyone except 96% of people will lose and we're starting with a super-specific category. Anyone who owns the original Red Yeezies you do not get a good night. Anyone who's name is Connor and has a little brother named William. You guys both do not get good nights. Anyone who's email inbox has more than 999 unread notifications. You do not get a good night and for the somewhat specific category. Anyone who's eaten a whole avocado today you do not get a good night. Anyone who's played soccer for more than seven years of their life. You do not get a good night. Anyone who has a dog named Max you do not get a good night. And for the broad category. Anyone who's chewed extra gum today. You do not get a good night. Anyone who hasn't used sunscreen at all this month. You do not get a good night. And anyone who can't name this United State. You do not get a good night. If you know it comment below.
7508572618233105707,https://www.tiktok.com/@humbletoker/video/7508572618233105707,Follow for pt 3 ,Follow for pt 3 ,20250526,1748225835,54,1169,44,9,1,2025-05-26 02:17:15+00:00,2025-05-25 22:17:15-04:00,2025-05-26,Good night to everybody except 97% of people will lose and we're starting with a super specific category Anyone who's taller than LeBron James at 6 foot 9 you do not get a good night Anyone who's wearing a funny blue holiday sweater outside of the holiday season you do not get a good night Anyone who has more than 380 unread text messages you do not get a good night And for the somewhat specific category Anyone who donated to an online streamer today you do not get a good night Anyone who pays for YouTube premium you do not get a good night Anyone who has a dog named Cooper you do not get a good night and For the broad category anyone who's screen time average is over seven hours a day you do not get a good night Anyone who woke up before 6 a.m. This morning? You probably will get a good night and anyone who ate pancakes for breakfast you do not get a good night
7508222226462854446,https://www.tiktok.com/@humbletoker/video/7508222226462854446,Follow for part 2 ,Follow for part 2 ,20250525,1748144256,60,540,21,3,0,2025-05-25 03:37:36+00:00,2025-05-24 23:37:36-04:00,2025-05-25,"Good night to everyone except 90% of people will lose and we're starting off with the super specific category. Anyone who's wearing a grey bush light shirt with black pants and lives in Michigan, you do not get a good night. Anyone who can solve a Rubik's cube in under 7 seconds, you do not get a good night. Anyone who's borrowed money in order to afford Taylor Swift concert tickets and ended up filing for bankruptcy because of it, you do not get a good night. Now for the somewhat specific category. Anyone who has rotten bananas in their house that are so overripe they've turned black. Anyone who knows how to juggle more than three objects at a time. Anyone who's screen time is more than 11 hours per day, you'll definitely not be getting a good night. And for the broad category. Anyone who's J-walked with a backpack on this week. Anyone who's not showered yet today. You guys all do not get a good night."
